,width,length,intensity,concentration_cog,num_islands,focal_length,particle_type
0,0.025913373429946922,0.05176055590793165,78.62121062725251,0.460977049570609,1,16.0,1
1,0.017510933531807757,0.04597165381089595,133.80366033655653,0.6723735411472551,1,16.0,1
2,0.00704836713276933,0.018642173105899943,57.74360442297089,0.7188982939457284,1,5.599999904632568,1
3,0.012845261306706525,0.017643912402729844,45.34864827103807,0.6630076644488195,1,5.599999904632568,1
4,0.02157764544554293,0.0591633905600906,120.96558159322962,0.3940665937407314,1,16.0,1
5,0.0230717874002895,0.07326005458274588,500.31177428337935,0.433675122941365,1,16.0,1
6,0.019094601254281446,0.08044325739627027,100.07962899098398,0.3190162981475206,2,16.0,1
7,0.011009762263258017,0.04376975530188622,72.04894440821478,0.6297616949875968,1,16.0,1
8,0.023304536741618607,0.05270550241050142,62.98028087435017,0.4511969541717254,1,16.0,1
9,0.027297739698952328,0.05247208193548274,94.80734758237655,0.3480900270356193,1,28.0,1
10,0.02498232059840126,0.03977112316380396,64.26453703584727,0.6653685069773931,1,16.0,1
11,0.01973808433501478,0.03645339273816152,222.14079687806228,0.7340616804736124,1,16.0,1
12,0.026881034643118917,0.052411064908918184,74.21218962049637,0.462977639724863,1,16.0,1
13,0.013670170039900254,0.03684198456190712,126.90369195737131,0.798908146505323,1,16.0,1
14,0.01983360039480731,0.05006411841553391,108.98746963040365,0.6146724182949325,1,16.0,1
15,0.02916423611626212,0.14449579306242719,346.5241534960887,0.14789065977822757,2,28.0,1
16,0.044447688764189405,0.06473601982297959,171.60342546529824,0.19291775099754935,1,28.0,1
17,0.045548913385919834,0.15134748150577668,1129.3793315955343,0.1529013867815127,2,28.0,1
18,0.01923942880926008,0.03256311815812462,34.77559959547817,0.8467220657509713,1,16.0,1
19,0.02539511417994483,0.0488689906000656,369.93183469240705,0.5046338641602445,1,16.0,1
20,0.016712180211763492,0.07109238937253308,132.6284599994884,0.3666852291543201,1,16.0,1
21,0.024941390169560256,0.08331883151241315,183.98162192669972,0.18605602288614617,1,16.0,1
22,0.026372543871316066,0.06576169889541213,476.4673120749233,0.46234254236120137,1,16.0,1
23,0.026127319694049515,0.06672183213795553,477.4465692279559,0.4030480841372984,1,16.0,1
24,0.008846562068534326,0.016699125458979284,83.7620901899146,0.7126581233600129,1,5.599999904632568,1
25,0.008173859672849426,0.019091135885973328,42.09072076669944,0.647557728299812,1,5.599999904632568,1
26,0.014962638577563244,0.04651967468250065,58.80775961573667,0.5631706944236152,1,28.0,1
27,0.03839147482688202,0.09023565388494646,343.0614815654162,0.19680356561640913,1,28.0,1
28,0.019890164570794355,0.052944269335539515,278.55340650992196,0.46085007831200725,1,28.0,1
29,0.0242765344576217,0.03169432105038659,104.96405722679631,0.7409363225302148,1,16.0,1
30,0.01770642820566997,0.05073862465413607,73.05391365671674,0.28037718409561785,1,16.0,1
31,0.028965010902142745,0.036812219173336394,147.39449054223425,0.5928136069959373,1,28.0,1
32,0.032822249043856666,0.049242794712184235,139.7398417345697,0.3349055308974683,1,28.0,1
33,0.039133349769181834,0.07484068845662012,293.9707222377971,0.2002401325891099,1,28.0,1
34,0.026648402713400538,0.03423659183763115,75.58900181418095,0.669450063224251,1,16.0,1
35,0.0224481040931351,0.025881552143064323,65.13758627159784,0.8968170720546939,1,16.0,1
36,0.027473963016659168,0.03861408383396985,203.36536150908273,0.6200832976756792,1,28.0,1
37,0.030737684087660037,0.09296642695605653,319.22146835911315,0.28769197719677464,1,28.0,1
38,0.022140781850518862,0.05164439269374094,205.92062794063517,0.47893658096884867,1,28.0,1
39,0.021421976277429054,0.08440298458721024,212.89261888984748,0.30189185261069873,1,28.0,1
40,0.016436850228196912,0.03220406609112761,62.597889461641856,0.6726183709529034,1,16.0,1
41,0.024769446837104796,0.04405765535052828,83.69633718581781,0.5677576023465075,1,16.0,1
42,0.03554135987175962,0.0991462972374725,282.5543379182722,0.2561423673812585,1,28.0,1
43,0.021210735039177548,0.036311786993435506,40.8564605082698,0.7360371244458684,1,16.0,1
44,0.02395544823178736,0.06321185693873077,367.0816722712543,0.5883755758160734,1,16.0,1
45,0.02143132819832416,0.07427058666729364,100.172934625335,0.268007737851291,1,16.0,1
46,0.022303163865747603,0.06217332599770621,295.1686891399927,0.4566014293519095,1,16.0,1
47,0.020557173681606974,0.06277378226651431,271.55774063861156,0.5239675873097668,1,16.0,1
48,0.03290379625815431,0.052239844869702526,260.2703700027888,0.5275410065905214,1,16.0,1
49,0.013568968864873273,0.047590899142234085,74.2687813586395,0.5066083261676934,1,28.0,1
0,0.010690687646146153,0.015870249131724176,49.90089821907622,0.6225593463881688,1,5.599999904632568,0
1,0.014538242855397123,0.051734083623822064,142.32234745243485,0.31204869390530415,2,5.599999904632568,0
2,0.013747203597684039,0.022166897029973674,90.26967755276246,0.5482001968125453,1,5.599999904632568,0
3,0.013768860249078809,0.017017799574502324,137.85194653656748,0.942566648014489,1,16.0,0
4,0.04221662514848177,0.22910290899607497,920.1714210555491,0.046380354870045444,2,16.0,0
5,0.09321859012479017,0.18717020806190124,3783.705132222747,0.10562316115774568,3,16.0,0
6,0.06148029995401652,0.1725006352255767,608.2113773202923,0.0020845268975196785,2,16.0,0
7,0.038900982484598064,0.150592681241841,535.4034521906791,0.10402306070064586,1,16.0,0
8,0.06436866798799744,0.18661042905361905,2624.8461536819436,0.11643501483179063,1,16.0,0
9,0.037733589939241224,0.10237727132261269,178.42692902857056,0.1718141520809976,1,16.0,0
10,0.042423397046272994,0.18480735929513967,801.6613747123424,0.1147395305561127,3,16.0,0
11,0.02827368970787075,0.14375236920749115,172.77518768107797,0.07869779579455284,2,16.0,0
12,0.03510919579977033,0.07282670909867486,107.66572329540145,0.24227398447783344,1,16.0,0
13,0.015670205906058412,0.02582873213876975,71.47208728038522,0.31687817805597784,1,5.599999904632568,0
14,0.014721977174117301,0.019179788477246502,165.77568194016868,0.5099537852419854,1,5.599999904632568,0
15,0.0233174410981173,0.038330779813468205,50.13085681799254,0.7040364259763711,1,28.0,0
16,0.012035264051168813,0.026855505493542365,215.89166298305284,0.5304331521765521,1,5.599999904632568,0
17,0.01452378161526948,0.02231970302310778,201.13670605906665,0.5215531818316804,1,5.599999904632568,0
18,0.020563463421085042,0.028810565730548795,83.04463254019213,0.797612107234236,1,16.0,0
19,0.014182398601700787,0.023421283140097778,118.77089473177662,1.0,1,16.0,0
20,0.015733936108102205,0.04995948893439899,279.21906796060256,0.16103656324786633,1,5.599999904632568,0
21,0.020481129239752257,0.03446183206369215,45.15959781417186,0.7435930999126817,1,28.0,0
22,0.015695426979454696,0.04264494292356087,300.7838976413497,0.4205325629737156,1,5.599999904632568,0
23,1.0787712089063307e-06,0.03763887451385394,54.822873387621286,0.86625220506103,1,16.0,0
24,0.009035321866774412,0.028412641145137727,90.96767457436287,0.9367268779465878,1,16.0,0
25,0.035125103273041205,0.07550921899515146,612.3202068119565,0.32286440460435084,1,16.0,0
26,0.019593235486430213,0.027560487622395193,67.04995638070298,0.7605278469281508,1,16.0,0
27,0.013440142689561289,0.03210862849116053,74.81392786465184,0.8406222867021141,1,16.0,0
28,0.034621252669205974,0.038252383808230116,282.2978560562392,0.49997753042844106,1,28.0,0
29,0.018018909229733735,0.02543838652482758,118.36557623924692,0.8927842481510839,1,28.0,0
30,0.030150206325539233,0.04939588747433102,327.09962133648236,0.46074704992934085,1,28.0,0
31,0.018038455792597056,0.025979948507877403,76.62162297118316,0.9490565584690038,1,28.0,0
32,0.013732590144805145,0.03249330390529358,190.525422097645,0.811968903492777,1,16.0,0
33,0.03360866084450688,0.04107051908301251,89.80606036637053,0.39657926001896243,1,28.0,0
34,0.016585046930768052,0.03545533665247867,64.276504593606,0.7028206727294893,1,16.0,0
35,0.02449865488208231,0.06646578034464204,77.99795982124296,0.24763769490414483,1,16.0,0
36,0.030915980950073974,0.07977001322355606,163.57995263072183,0.32653933572148025,1,16.0,0
37,0.07285752200336416,0.16763014391313583,431.43042698331857,0.1362223173270369,3,16.0,0
38,0.02048446263076824,0.12745063552481845,95.9771573072771,0.03700064046571196,2,5.599999904632568,0
39,0.0962638689788652,0.13265317531386128,136.9776570976584,0.04751232828343289,3,16.0,0
40,0.040799352148469525,0.08068840021497947,96.36105156244865,0.13801327382020312,1,16.0,0
41,0.0474520026317671,0.09278488695575485,296.3984015062154,0.21153411348000276,1,16.0,0
42,0.027919207220423667,0.0888160462248986,288.52469806471385,0.31408431225344213,1,16.0,0
43,0.07511958287801655,0.21238027171260493,3172.054336781676,0.08432288314128596,1,16.0,0
44,0.015283445694575506,0.07642668825420552,517.494759806708,0.18572384524592048,1,5.599999904632568,0
45,0.01708247671506292,0.03906494825565303,2323.604175775359,0.24225363735753042,1,5.599999904632568,0
46,0.013327619645351547,0.07829439321521443,304.34035998815443,0.14736907119976703,1,5.599999904632568,0
47,0.01617756043276019,0.06382236562877201,2137.935027602154,0.2578988478343462,1,5.599999904632568,0
48,0.01344432150871357,0.02420145633869533,90.08370713350533,0.44367899781460074,1,5.599999904632568,0
49,0.016227241431679966,0.04533181514833677,254.29748781967672,0.2665930525896283,1,5.599999904632568,0
